repository_id,project_type,project_title,primary_class,secondary_class,no_project_files
11,OTHER_PROJECT,Muistoja Chilen vuoden 1973 sotilasvallankaappauksesta 2023; Finnish Memories of Chilean 1973 Military Coup 2023,N72,S91,1
11,QD_PROJECT,Opiskelijoiden luokka-asema: kirjoitusaineisto 2009-2010; Social Class of University Students 2009-2010,Q85,,1
11,QD_PROJECT,Haastattelut ehkäisevän päihdetyön järjestämisestä ja rahapelihaitoista 2016-2017; Interviews on Substance Abuse Prevention and Gambling Harm 2016-2017,N72,N69,1
11,QD_PROJECT,Lennonjohtajien ammatti-identiteetti 1996; Professional Identity of Finnish Air Traffic Controllers 1996,H51,N72,1
11,QD_PROJECT,Perusterveydenhuollon työkykykoordinaattoritoimintaan osallistuneiden asiakkaiden aloitus- ja lopetushaastattelut 2021-2022; Initial and Follow-Up Interviews with Patients Participating in Work Ability Support Services in Primary Health Care 2021-2022,R86,N72,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Saksa; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Germany,Q85,N72,1
11,OTHER_PROJECT,"Kåren Kellarin merkitys: weblog-aineisto 2006-2007; Significance of the Disco Club ""Kåren Kellari"" 2006-2007: Weblog Data",N72,S91,1
11,QD_PROJECT,Omaishoito ja ansiotyö 2008-2009; Informal Care and Employment 2008-2009,N72,R86,1
11,OTHER_PROJECT,Videopelejä pelaavien naisten kokemuksia kohtaamistaan ennakkoluuloista 2020; Female Gamers' Experiences of Prejudice 2020,N72,Q85,1
11,OTHER_PROJECT,Sosiaalityöntekijöiden kokemuksia poliittisista luottamustehtävistä 2020; Social Workers' Experiences of Political Positions of Trust 2020,N72,R88,1
11,OTHER_PROJECT,Väsymysoireyhtymää sairastavien kokemuksia sosiaaliturvaetuuksien hakemisesta 2024; Experiences of People with Fatigue Syndrome in Applying for Social Security Benefits 2024,N72,R88,1
11,QD_PROJECT,Nuorten pätkätyöläisten arvot ja elämäntyyli Lapin turistikeskuksissa 2009-2010; Values and Lifestyles of Young Seasonal Employees in Lapland 2009-2010,O79,Q85,1
11,QD_PROJECT,Vammaisten taiteilijoiden elämäntarinat 2018; Life Stories of Disabled Artists 2018,N72,S90,1
11,QD_PROJECT,Burleskiesiintyjien haastatteluja 2020-2021; Interviews with Burlesque Performers 2020-2021,N72,S91,1
11,OTHER_PROJECT,Suomalaisten pornomuistoja 2012; Finnish Experiences and Memories of Pornography 2012,N72,J59,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2020; Church Resignation Forms Filed in Finland: Reasons for Resigning 2020,N72,S91,1
11,OTHER_PROJECT,Syöpään sairastuneiden kokemuksia psykososiaalisesta tuesta 2024; Cancer Patients' Experiences of Psychosocial Support 2024,N72,O82,1
11,OTHER_PROJECT,Kokemuksia sijaishuoltopaikasta hatkaamisesta 2022-2023; Finnish Experiences of Running Away from Substitute Care 2022-2023,N72,S91,1
11,QD_PROJECT,Arkipäivän kokemuksia köyhyydestä -kirjoituskilpailu 2006; Everyday Experiences of Poverty: Self-administered Writings 2006,S91,J58,1
11,QD_PROJECT,Alkoholiongelmat ja -politiikka: ryhmähaastattelut 1995; Alcohol Problems and Policy 1995: Group Interviews,N72,S91,1
11,OTHER_PROJECT,Improvisaatiomenetelmä opettajankoulutuksessa: ennakkotehtävät ja oppimispäiväkirjat 2017-2018; Improvisation Training in Teacher Education: Preliminary Assignments and Learning Diaries 2017-2018,Q85,,1
11,QD_PROJECT,Opettajahaastatteluja kulttuuriperinnöstä ja digitalisaatiosta opetuksessa 2016-2017; Teacher Interviews on Cultural Heritage and Digitalisation 2016-2017,Q85,S91,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Romania; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Romania,Q85,N72,1
11,QD_PROJECT,Kaikkien yhteinen kulttuuriperintö 2014; Cultural Heritage of Finland 2014,S91,F41,1
11,QD_PROJECT,Nuorten aikuisten avohoidollinen mielenterveyskuntoutus 2010-2012: asiakkaiden haastattelut; Community-based Mental Health Rehabilitation of Young Adults 2010-2012: Client Interviews,R86,N72,1
11,OTHER_PROJECT,Presidentinvaalit 2006: ehdokkaiden vastaukset Yleisradion vaalikoneeseen; Presidential Elections 2006: Candidate Responses to YLE Candidate Selector,J60,N72,1
11,OTHER_PROJECT,Vihapuheesta tuomitut Perussuomalaiset poliitikot: lehtiaineisto 2016-2017; News Articles about Finns Party Members Convicted of Hate Speech 2016-2017,J58,N72,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2025; Church Resignation Forms Filed in Finland: Reasons for Resigning 2025,N72,S91,1
11,OTHER_PROJECT,Lapsuus ja lasten ystäväsuhteet 1900-luvun Suomessa -kirjoitusaineisto 2018-2019; Childhood Friendships in 20th Century Finland 2018-2019,N72,Q85,1
11,QD_PROJECT,Opettajaopiskelijoiden haastatteluja elämän tarkoituksesta 2021; Interviews with Students in Teacher Education on the Purpose of Life 2021,Q85,,1
11,QD_PROJECT,"Tampere Praksis: Sosiaalityön lähijohtajien ajatuksia lähijohtamisesta, työhyvinvoinnista ja muutosjohtamisesta 2018; Tampere Praksis: First-Line Managers' Views on Managerial Work, Workplace Wellbeing and Change Management in Social Work 2018",R88,Q85,1
11,QD_PROJECT,Erityislapsiperheiden tukiverkostot 2014; Support Networks of Families with Special Needs Children 2014,N72,O82,1
11,QD_PROJECT,Sosiaalityön laatu ja vaikuttavuus: Ecomap-työskentelyn asiakas-työntekijäkeskustelut 2025; Quality and Effectiveness of Social Work: Client-Employee Discussions 2025,R88,N72,1
11,QD_PROJECT,Maaseudun naisten päiväkirjat 1993-1994; Diaries of Women Living in Countryside 1993-1994,N72,S91,1
11,OTHER_PROJECT,Suomalaisten kokemuksia sisäilmaongelmista 2014; Finnish Experiences of Indoor Air Quality Problems 2014,N72,F41,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2018; Church Resignation Forms Filed in Finland: Reasons for Resigning 2018,N72,S91,1
11,QD_PROJECT,Tarinat pelosta ja pelottelusta työelämässä 2008-2009; Stories about Fear and Intimidation at Work 2008-2009,N72,Q85,1
11,QD_PROJECT,Suomen tarinat: tekijähaastattelut 2021-2022; The Narratives of Finland: Exhibition Creator Interviews 2021-2022,S91,N72,1
11,QD_PROJECT,Vanhustyöntekijöiden näkemykset kotona asuvista vanhusasiakkaista: haastattelut 2005; Elderly Care Worker Perceptions of Elderly Persons Living at Home,N72,S91,1
11,QD_PROJECT,Lapsiperheiden elinolosuhteiden muutokset 1990-luvun Suomessa 1996; Changes in Living Conditions of Families with Children in 1990s Finland 1996,N72,Q85,1
11,OTHER_PROJECT,"Korona-aiheinen uutisointi Helsingin Sanomissa, Asahi Shimbunissa ja Dagens Nyheterissä 2020; News Articles about COVID-19 in Helsingin Sanomat, Asahi Shimbun and Dagens Nyheter 2020",N72,,1
11,OTHER_PROJECT,Kirjoituksia koirani elämästä 2022; Stories of my Dog's Life 2022,A01,N72,1
11,OTHER_PROJECT,Vakuudettoman kulutusluoton käyttö -kirjoitusaineisto 2018-2019; Experiences of Unsecured Consumer Loans 2018-2019,Q85,L64,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Turkki; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Turkey,Q85,N72,1
11,QD_PROJECT,Mielipiteitä alkoholista 2002; Opinions on Alcohol 2002,S91,C11,1
11,QD_PROJECT,Perhehaastattelut lasten kännykän käytöstä 1999; Family Interviews on Children's Mobile Phone Use 1999,N72,S91,1
11,QD_PROJECT,Sateenkaarinuorena nyt ja ennen 2014; Life for LGBTIQA Youth in the Past and Present 2014,N72,Q85,1
11,OTHER_PROJECT,Suomalaisten Interrail-muistoja 2018; Finnish Experiences and Memories of Interrail 2018,O79,N72,1
11,QD_PROJECT,Opettajankoulutuksen vetovoima: fokusryhmähaastattelut 2020; Attractiveness of Teacher Education: Focus Group Interviews 2020,Q85,,1
11,QD_PROJECT,Vanhempien kokemuksia vertaistukiryhmistä osana lastensuojelun avohuoltoa 2020; Parents' Experiences of Peer Support Groups as Part of Non-institutional Social Care in Child Welfare 2020,N72,O82,1
11,QD_PROJECT,Luokanopettajien kokemuksia koronapandemian ajasta 2021; Class Teachers' Experiences of COVID-19 Pandemic 2021,Q85,,1
11,OTHER_PROJECT,Töissä ja köyhä -kirjoitusaineisto 2015; Working and Poor 2015,Q85,,1
11,OTHER_PROJECT,Syitä olla hakeutumatta luokanopettajakoulutukseen - kirjoitusaineisto 2019; Classroom Teacher Students' Views on Reasons to Not Pursue Teacher Training 2019,Q85,,1
11,QD_PROJECT,Päiväkotilasten haastattelut 2009; Day Nursery Children 2009: Interviews,N72,O82,1
11,QD_PROJECT,Terveydenhuollon vuokratyö: haastattelut 2006; Temporary Agency Work in Health Care 2006: Interviews,R86,N72,1
11,QD_PROJECT,Nuorten poikien kännykän käyttö 1999; Young Boys' Mobile Phone Use 1999,N72,S91,1
11,QD_PROJECT,Suomalaisten nuorten juomatavat 2019-2022; Drinking Habits of Finnish Adolescents 2019-2022,S91,C11,1
11,QD_PROJECT,Naiset ja sota 1987 - 1988; Women and War 1987-1988,Q85,N72,1
11,OTHER_PROJECT,Vammaisena Suomessa 2013-2014; Life of Disabled Persons in Finland 2013-2014,N72,S91,1
11,QD_PROJECT,Haastattelut varhaiskasvatusratkaisuista korona-aikana: alle kouluikäisten lasten huoltajat 2020-2021; Interviews on Early Childhood Education and Care Arrangements during COVID-19: Parents of Children under School Age 2020-2021,Q85,K62,1
11,QD_PROJECT,Terveys ja videopelaaminen: pelaajien seurantahaastattelut 2022; Health and Digital Gaming: Follow-up Gamer Interviews 2022,C26,K62,1
11,QD_PROJECT,Työelämävalmentajien haastattelut 2008-2010; Interviews of Career Coaches 2008-2010,N72,Q85,1
11,QD_PROJECT,Päihteiden väärinkäyttäjien käynnit A-klinikoilla: asiakastapaamiset 2008-2009; Substance Abuse Treatment in Outpatient Clinics: Client Meetings 2008-2009,R86,N72,1
11,OTHER_PROJECT,Kokemuksia sosiaali- ja terveyspalveluista Suomessa koronapandemian aikana 2020; Experiences of Social and Health Services in Finland during COVID-19 Pandemic 2020,R86,N72,1
11,OTHER_PROJECT,Oma ulkonäkö muistoissani 2015; Body Image and Childhood Memories 2015,C14,N72,1
11,QD_PROJECT,Miehen sydäninfarktikokemus 1997-1998; Men's Experiences of Myocardial Infarction 1997-1998,R86,N72,1
11,OTHER_PROJECT,Suomalaisten ruokapäiväkirjat 2023; Food Diaries of Finns 2023,C10,N72,1
11,QD_PROJECT,Vammaisten arkielämä ja itsemäärääminen 2007; Daily Life and Autonomy of Disabled People 2007,N72,C29,1
11,QD_PROJECT,Kulttuurienvälisyys ja julkinen tila Torontossa 2011-2013; Intercultural Urban Public Space in Toronto 2011-2013,S91,N72,1
11,QD_PROJECT,Naisten kokemuksia kehopositiivisesta selfie-valokuvauksesta 2018; Women's Experiences of Body Positive Selfie Production 2018,N72,S91,1
11,OTHER_PROJECT,Kokemuksia julkisista vessoista 2023; Experiences of Public Toilets 2023,S91,B06,1
11,QD_PROJECT,Kuulonäkövammaisten lasten vanhemmat 2007; Parents of Deafblind Children 2007,C29,J58,1
11,OTHER_PROJECT,Gustaf Alfred af Hällströmin kirjasto ja kirjaostot 1845-1861; Gustaf Alfred af Hällström: library and purchases of printed works 1845-1861,S91,N72,1
11,QD_PROJECT,Paikallisten organisaatioiden rooli kotouttamistyössä Jyväskylässä 2018; The Role of Local Organisations in Immigrant Integration in Jyväskylä 2018,S91,N72,1
11,QD_PROJECT,Tekstiviestintä nuorten kulttuurissa 1998; Text Messaging in Youth Culture 1998,N72,S91,1
11,QD_PROJECT,Kulttuurityöntekijäin liiton aktiivien haastattelut 2012-2013; Interviews of Active Members of the Association for Cultural Workers in Finland 2012-2013,S91,S90,1
11,OTHER_PROJECT,Yöllinen hoiva pikkulapsiperheissä -kirjoitusaineisto 2022; Finnish Experiences of Nighttime Parenting in Families with Small Children 2022,Q85,N72,1
11,QD_PROJECT,Nuoret estradille: Nuorten teatterityöpaja 2016; Young People in the Limelight: Theatre Workshop 2016,S90,N72,1
11,QD_PROJECT,Suomalaisten sosiologien haastatteluja 1978-1981; Interviews of Finnish Sociologists 1978-1981,N72,,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2024; Church Resignation Forms Filed in Finland: Reasons for Resigning 2024,N72,S91,1
11,OTHER_PROJECT,Isovanhemmuuden uudet haasteet -kirjoituskilpailu 2009; New Challenges of Grandparenting 2009: Writing Competition,C17,N72,1
11,QD_PROJECT,Perunaruttoa kestävän muuntogeenisen perunan hyväksyttävyys: kohderyhmäkeskustelu 2006; Acceptability of Genetically Manipulated Potato Resistant to Blight 2006: Focus Group Discussion,A01,S91,1
11,QD_PROJECT,Haastattelut digitaalisen tutkimuksen fasilitoinnista 2017; Facilitating Digital Humanities Research 2017,N72,S91,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017-2018: Yhdistynyt kuningaskunta; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017-2018: United Kingdom,Q85,N72,1
11,QD_PROJECT,Avoimen tieteen ja tutkimuksen koordinaation itsearviointi 2018-2021: haastattelut 2021; Open Science and Research Coordination Self-Assessment 2018-2021: Interviews 2021,N72,R88,1
11,OTHER_PROJECT,Ikääntyvien vammaisten kirjoituksia elämästään 2021; Finnish Experiences of Disability and Aging 2021,N72,S91,1
11,QD_PROJECT,Kotoutumista tukevien sosiaali- ja työllisyyspalveluiden ammattilaisten haastatteluja luottamuksesta ja epäluottamuksesta viranomaiskohtaamisissa 2021-2022; Interviews with Professionals from Social Services that Support Integration and Employment Services on Trust and Distrust in Encounters with Authorities 2021-2022,N72,O78,1
11,QD_PROJECT,Pääkaupunkiseutulaisten nuorten aikuisten haastatteluja uskonnottomuudesta 2018; Interviews on Nonreligion with Young Adults in the Capital Region 2018,N72,Q85,1
11,QD_PROJECT,Ammattiin opiskelevien liikunnan lisäämisen ja istumisen vähentämisen interventiotutkimus: opiskelijahaastattelut 2015-2017; Intervention Study on Increasing Physical Activity and Reducing Sedentary Behaviour of Vocational Students: Student Interviews 2015-2017,Q85,N72,1
11,QD_PROJECT,Puolisottomat ja lapsettomat naiset 2004: haastattelut vain tutkimuskäyttöön; Women without Spouse and Children 2004: Interviews for Research Purposes Only,N72,C17,1
11,OTHER_PROJECT,Muistoja lapsuudessa koetuista peloista 2020-2021; Finnish Memories of Childhood Fears 2020-2021,N72,S91,1
11,QD_PROJECT,Alkoholinkäytön syyt ja selitykset 2002; Reasons for Alcohol Use 2002,S91,C11,1
11,QD_PROJECT,"Työttömien nuorten näkemyksiä työstä, toimeentulosta ja hyvinvoinnista 2016; Unemployed Young Adults' Perceptions of Work, Livelihood and Well-being 2016",N72,R88,1
11,QD_PROJECT,Tutkijoiden viestintä tutkimusyhteisön ulkopuolelle kulttuurialalla 2018; Science Communication to the Public in Cultural Research 2018,N72,S91,1
11,QD_PROJECT,SOS-kriisikeskuksen asiakkaiden haastattelut 2017; Interviews of SOS Crisis Center Clients 2017,N72,O82,1
11,QD_PROJECT,Nuorten aikuisten avohoidollinen mielenterveyskuntoutus 2010-2012: moniammatilliset palaverit; Community-based Mental Health Rehabilitation of Young Adults 2010-2012: Multi-agency and Client Meetings,R86,R88,1
11,QD_PROJECT,Suomalainen päihdehoito: päihdetyöntekijän alalle hakeutuminen 2008; Substance Abuse Treatment: Reasons for Career Choice 2008,N72,Q85,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Viro; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Estonia,Q85,N72,1
11,QD_PROJECT,Perhehaastattelut lasten kännykän käytöstä 2001-2002; Family Interviews on Children's Mobile Phone Use 2001-2002,N72,S91,1
11,QD_PROJECT,Väkivaltakokemukset 2001; Experiences of Violence 2001,N72,Q85,1
11,QD_PROJECT,Entiset aktivistit 2010; Interviews of Former Finnish Activists 2010,N72,A01,1
11,QD_PROJECT,Hyvä vapaa-aika: haastattelumuistiinpanot ja havaintopäiväkirjat 2013-2017; Enhancing Leisure Time Activities: Interview Notes and Observation Diaries 2013-2017,Q85,N72,1
11,OTHER_PROJECT,Kokemuksia lähisuhdeväkivallasta lapsuudessa 2024; Experiences of Domestic Violence in Childhood 2024,N72,S91,1
11,QD_PROJECT,Helsingin syyttäjänviraston historiikkihaastattelut 2013; Interviews on the History of the Prosecutor's Office of Helsinki 2013,Q85,S91,1
11,QD_PROJECT,Hoitajien palkkakiista ja media 2007-2008; Labour Conflict of the Nurses and the Media 2007-2008,N72,R86,1
11,QD_PROJECT,Nuorten tyttöjen kännykän käyttö 2000-2002; Young Girls' Mobile Phone Use 2000-2002,N72,S91,1
11,QD_PROJECT,Lapsesta aikuiseksi: 14-vuotiaiden vanhempien haastattelu 1974: tekstiaineisto; Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Interviews of Parents of 14-Year-Olds 1974: Text Data,Q85,N72,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2022; Church Resignation Forms Filed in Finland: Reasons for Resigning 2022,N72,S91,1
11,OTHER_PROJECT,100 minuuttia taidetta 2019: yksityishenkilöt; 100 Minutes of Art 2019: Individuals,S91,S90,1
11,QD_PROJECT,Poliittisuus ja julkinen pedagogiikka musiikin korkeakoulutuksessa: fokusryhmähaastattelut Pohjoismaissa 2024; Political Life and Public Pedagogy in the Higher Music Education: Focus Group Interviews in Nordic Countries 2024,Q85,,1
11,QD_PROJECT,Kännyköiden tulo kouluun: opettajahaastattelut 1997-2000; Appearance of Mobile Phones in Schools 1997-2000: Teacher Interviews,Q85,N72,1
11,QD_PROJECT,Lapsesta aikuiseksi: 14-vuotiaiden opettajan haastattelu 1974: tekstiaineisto; Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Interviews of Teachers of 14-Year-Olds 1974: Text Data,Q85,N72,1
11,OTHER_PROJECT,Kirjoituksia vapaaehtoistyöstä turvapaikanhakijoiden parissa 2018-2019; Finnish Experiences of Volunteering with Asylum Seekers 2018-2019,N72,S91,1
11,QD_PROJECT,Suomalainen päihdehoito: laitosten terapeutit 2008: eläytymistehtävä; Substance Abuse Treatment: Inpatient Treatment Therapist Responses to Frame Stories 2008,N72,R86,1
11,QD_PROJECT,Sosiaalityön laatu ja vaikuttavuus: asiakkaiden haastatteluja sosiaalihuollon palveluista 2024-2025; Quality and Effectiveness of Social Work: Client Interviews on Social Welfare Services 2024-2025,R88,N72,1
11,OTHER_PROJECT,Muistoja ja mielikuvia radioaktiivisuuden ilmiöistä 2015; Memories and Mental Images of Phenomena Related to Radioactivity 2015,N72,S91,1
11,QD_PROJECT,Perusterveydenhuollon ja työterveyshuollon henkilökunnan kokemuksia potilaiden työkyvyn tukemisesta 2020-2021; Primary and Occupational Health Care Staff's Experiences of Supporting Patients' Work Ability 2020-2021,R86,,1
11,QD_PROJECT,Isä ja isyys: Nyt-liitteen isänpäivän kysely 2003; Fatherhood 2003,Q85,N72,1
11,QD_PROJECT,Sidosryhmien kokemuksia Nord Stream 2 -projektista 2019; Stakeholders' Perceptions of the Nord Stream 2 Project 2019,B06,D35,1
11,QD_PROJECT,Ensihoitajien haastattelut 2010; Interviews of Paramedics 2010,R86,Q85,1
11,OTHER_PROJECT,Äitiyspakkausmuistoni 2020-2021; Finnish Maternity Package Memories 2020-2021,N72,Q85,1
11,OTHER_PROJECT,Parlamenttikeskusteluja neljästätoista maasta 1994-2013; Parliamentary Debates in Fourteen Countries 1994-2013,N72,Q85,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Espanja; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Spain,Q85,N72,1
11,QD_PROJECT,Metsäkoneyrittäjien työn muutos 1998; Transformation of the Work of Forest Machine Contractors 1998,A02,,1
11,QD_PROJECT,Seurustelevat nuoret ja kännykän käyttö 1999; Dating Young People and Mobile Phone Use 1999,N72,S91,1
11,OTHER_PROJECT,Kokemuksia sukupolvien välisistä eroista 2022-2023; Experiences of Generational Differences 2022-2023,S91,N72,1
11,QD_PROJECT,Opiskelijoiden ja henkilökunnan haastatteluita korkea-asteen opetussuunnitelmatyöstä 2009 ja 2012; Student and Staff Interviews on Curriculum Development in Higher Education 2009 and 2012,Q85,,1
11,QD_PROJECT,Suomen tarinat: kävijähaastattelut 2021-2022; The Narratives of Finland: Visitor Interviews 2021-2022,S91,N72,1
11,QD_PROJECT,Pitkäaikaissairaiden ja fyysisesti vammaisten nuorten aikuisten vapausmerkitykset 2018; Disabled and Chronically Ill Young Adults' Notions of Freedom 2018,N72,Q85,1
11,QD_PROJECT,Sota-ajan pikkupojat 1999-2001; Father-Son Relationships and the War 1999-2001,N72,S91,1
11,QD_PROJECT,Tampere Praksis: Ryhmäkeskustelut onnistumisen tarinoista sosiaalityössä 2012-2013; Tampere Praksis: Group Discussions on Success Stories in Social Work 2012-2013,R88,K62,1
11,OTHER_PROJECT,Varhaiskasvatuksen opettajien kokemuksia positiivisesta pedagogiikasta 2024-2025; Early Childhood Education Teachers' Experiences of Positive Pedagogy 2024-2025,Q85,,1
11,OTHER_PROJECT,Kokemuksia vuoroasumisesta ja lasten kulujen jakamisesta 2024; Experiences on Shared Custody and Sharing Children's Expenses 2024,N72,S91,1
11,QD_PROJECT,Nuorten arkipäivän kokemuksia köyhyydestä -kirjoitusaineisto 2022; Everyday Experiences of Poverty: Self-administered Writings by Young People 2022,N72,S91,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2023; Church Resignation Forms Filed in Finland: Reasons for Resigning 2023,N72,S91,1
11,OTHER_PROJECT,Väkivaltaa kokeneiden opettajien kirjoituksia saamastaan esihenkilötuesta 2024-2025; Teachers' Writings on Experiencing Violence and Receiving Support 2024-2025,Q85,,1
11,OTHER_PROJECT,Ydinjätepäätös 2001; Decision on Final Disposal of Nuclear Waste 2001,E38,N72,1
11,QD_PROJECT,Työttömän arki Oulussa 1996: ryhmäkeskustelut; Life of the Unemployed in Oulu 1996: Group Discussions,N72,O78,1
11,QD_PROJECT,Nuorten aikuisten haastattelut mediankäytöstä 2019; Media Use of Young Adults 2019,N72,Q85,1
11,QD_PROJECT,Ulkoistettujen terveysasemien työntekijöiden ja viranhaltijoiden haastattelut 2008; Outsourced Health Services: Interviews of Office-holders and Medical Staff 2008,R86,,1
11,QD_PROJECT,Mielipiteitä alkoholista: osa-aineisto; Opinions on Alcohol: Partial Data,S91,C11,1
11,QD_PROJECT,Videopelaaminen koronapandemian aikana: haastattelut 2020; Playing Video Games during the COVID-19 Pandemic: Interviews 2020,N72,Q85,1
11,QD_PROJECT,Liikkuva nuorisotyö: työntekijöiden ja nuorten haastatteluja 2021-2022; Mobile Youth Work: Interviews with Youth Workers and Youth 2021-2022,C29,N72,1
11,OTHER_PROJECT,Muistoja pakettimatkailusta 2024; Memories of Package Holidays 2024,O79,N72,1
11,QD_PROJECT,Ulkomaalaisten korkeakouluopiskelijoiden teemahaastattelut 2002; Interviews of Foreign Students in Finland's Higher Education Institutions 2002,Q85,S91,1
11,OTHER_PROJECT,Presidentinvaalit 2006: ehdokkaiden vastaukset MTV3:n vaalikoneeseen; Presidential Elections 2006: Candidate Responses to MTV3 Candidate Selector,N72,O80,1
11,QD_PROJECT,Opiskelijoiden kokemuksia ja mielikuvia juomisesta 2009-2011; Students' Experiences and Perceptions of Drinking 2009-2011,Q85,,1
11,QD_PROJECT,Gerontologinen sosiaalityö: haastatteluaineisto 2000; Gerontological Social Work 2000: Interviews,N72,R88,1
11,QD_PROJECT,Huumekysely 2000; Drug Use Survey 2000,C17,N72,1
11,QD_PROJECT,Kasvatus- ja koulutustietojen hyödyntämisen sujuvoittamisselvitys: tiedontuottajien kysely 2023; Study on Streamlining the Use of Education and Training Data: Data Producers' Survey 2023,Q85,S91,1
11,OTHER_PROJECT,Presidentinvaalit 2006: ehdokkaiden vastaukset Helsingin Sanomien vaalikoneeseen; Presidential Elections 2006: Candidate Responses to HS Candidate Selector,N72,O80,1
11,QD_PROJECT,Elämäntapayrittäjyys 2011-2014; Lifestyle Entrepreneurship 2011-2014,N72,I55,1
11,QD_PROJECT,Onnen kukkuloilla: vastavihityt 1999; Just Married 1999,N72,S91,1
11,QD_PROJECT,Fokusryhmähaastatteluja nuorten työttömyysturvan koulutukseen hakuvelvoitteesta 2021; Focus Group Interviews on the Youth Obligation to Apply for Education 2021,Q85,,1
11,OTHER_PROJECT,Ruoan merkitykset arjessa -kirjoitusaineisto 2021; Finnish Views on the Meaning of Food in Everyday Life 2021,Q85,C10,1
11,QD_PROJECT,Myöhäisnuorten kännykän käyttö 1998-1999; Mobile Phone Use of Late Teens 1998-1999,N72,S91,1
11,QD_PROJECT,Äitinä aikuiselle 2000; Mothers and Grown-up Children 2000,N72,S91,1
11,OTHER_PROJECT,Maahanmuuttajaoppaat 2005; Guides for Immigrants and Immigration Services 2005,S91,Q85,1
11,QD_PROJECT,Nuorten aikuisten avohoidollinen mielenterveyskuntoutus 2010-2012: yhteistyökumppaneiden haastattelut; Community-based Mental Health Rehabilitation of Young Adults 2010-2012: Interviews of Cooperating Service Providers,R86,R88,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017: Suomi; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017: Finland,Q85,S91,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2010-2017; Church Resignation Forms Filed in Finland: Reasons for Resigning 2010-2017,N72,S91,1
11,OTHER_PROJECT,Kauppa- ja tietojenkäsittelytieteiden opiskelijoiden hyvinvointi 2017-2018; Well-Being of Economics and Computer Science Students 2017-2018,Q85,,1
11,OTHER_PROJECT,Yli 30-vuotiaiden muistoja nuoruudessa koetusta yksinäisyydestä 2023-2024; Memories of Loneliness Experienced in Adolescence by over 30-Year-Olds 2023-2024,N72,S91,1
11,OTHER_PROJECT,Ilmastonmuutos ja ympäristö elämässäni -kirjoituskilpailu 2010-2011; Environment and Climate Change in My Life 2010-2011: Writing Competition,C17,J58,1
11,QD_PROJECT,Kokemukset masennuksen hoidosta ja toipumisesta 2002; Depression Treatment and Recovery 2002,R86,N72,1
11,QD_PROJECT,"Homoseksuaalisuus Suomessa 1940- ja 1960-luvuilla 1994-1998; Homosexuality in Finland in the 1940s and the 1960s, Data Gathered 1994-1998",N72,S91,1
